"ID","REMOTE_ID","AMBIENT_TEMPERATURE","AIR_PRESSURE","HUMIDITY","CREATED"
"412","12","17.89","1015.44","55.09","2021-06-23 09:14:28"
"413","12","17.91","1015.44","54.97","2021-06-23 09:14:28"
"414","12","17.91","1015.44","55.00","2021-06-23 09:14:28"
"415","12","17.97","1015.44","54.66","2021-06-23 09:14:28"
"416","12","17.96","1015.39","54.44","2021-06-23 09:14:28"
"417","12","17.93","1015.48","54.45","2021-06-23 09:14:28"
"418","12","17.94","1015.44","54.65","2021-06-23 09:14:28"
"419","12","17.94","1015.45","54.60","2021-06-23 09:14:28"
"420","12","17.99","1015.40","54.86","2021-06-23 09:14:28"
"421","12","17.99","1015.43","54.99","2021-06-23 09:14:28"
"422","12","17.99","1015.46","54.55","2021-06-23 09:14:28"
"423","12","17.96","1015.42","54.41","2021-06-23 09:14:28"
"424","12","17.94","1015.38","54.42","2021-06-23 09:14:28"
"425","12","17.94","1015.44","54.45","2021-06-23 09:14:28"
"426","12","17.93","1015.47","54.44","2021-06-23 09:14:28"
"427","12","17.91","1015.44","54.44","2021-06-23 09:14:28"
"428","12","17.89","1015.46","54.44","2021-06-23 09:14:28"
"429","12","17.89","1015.46","54.60","2021-06-23 09:14:28"
"430","12","17.88","1015.42","54.60","2021-06-23 09:14:28"
"431","12","17.88","1015.45","54.63","2021-06-23 09:14:28"
"432","12","17.90","1015.43","54.69","2021-06-23 09:14:28"
"433","12","17.91","1015.47","54.57","2021-06-23 09:14:28"
"434","12","17.93","1015.47","54.52","2021-06-23 09:14:28"
"435","12","17.91","1015.47","54.45","2021-06-23 09:14:28"
"436","12","17.94","1015.49","54.46","2021-06-23 09:14:28"
"437","12","17.94","1015.45","54.45","2021-06-23 09:14:28"
"438","12","17.94","1015.39","54.31","2021-06-23 09:14:28"
"439","12","17.96","1015.46","54.59","2021-06-23 09:14:28"
"440","12","17.96","1015.46","54.48","2021-06-23 09:14:28"
"441","12","17.98","1015.46","54.69","2021-06-23 09:14:28"
"442","12","18.05","1015.49","54.60","2021-06-23 09:14:28"
"443","12","18.03","1015.46","54.31","2021-06-23 09:14:28"
"444","12","18.02","1015.47","54.14","2021-06-23 09:14:28"
"445","12","18.03","1015.51","53.95","2021-06-23 09:14:28"
"446","12","18.04","1015.53","53.75","2021-06-23 09:14:28"
"447","12","18.03","1015.43","53.58","2021-06-23 09:14:28"
"448","12","18.07","1015.53","53.57","2021-06-23 09:14:28"
"449","12","18.09","1015.51","53.50","2021-06-23 09:14:28"
"450","12","18.09","1015.47","53.33","2021-06-23 09:14:28"
"451","12","18.11","1015.52","53.26","2021-06-23 09:14:28"
"452","12","18.12","1015.49","53.19","2021-06-23 09:14:28"
"453","12","18.14","1015.53","53.26","2021-06-23 09:14:28"
"454","12","18.19","1015.45","53.11","2021-06-23 09:14:28"
"455","12","18.15","1015.55","53.09","2021-06-23 09:14:28"
"456","12","18.19","1015.51","52.91","2021-06-23 09:14:28"
"457","12","18.17","1015.49","53.10","2021-06-23 09:14:28"
"458","12","18.19","1015.52","53.10","2021-06-23 09:14:28"
"459","12","18.17","1015.41","53.14","2021-06-23 09:14:28"
"460","12","18.19","1015.39","53.15","2021-06-23 09:14:28"
"461","12","18.22","1015.47","53.01","2021-06-23 09:14:28"
"462","12","18.21","1015.49","53.37","2021-06-23 09:14:28"
"463","12","18.23","1015.49","54.35","2021-06-23 09:14:28"
"464","12","18.22","1015.42","53.51","2021-06-23 09:14:28"
"465","12","18.23","1015.47","53.82","2021-06-23 09:14:28"
"466","12","18.22","1015.48","53.78","2021-06-23 09:14:28"
"467","12","18.27","1015.44","53.63","2021-06-23 09:14:28"
"468","12","18.39","1015.48","53.03","2021-06-23 09:14:28"
"469","12","18.41","1015.46","52.73","2021-06-23 09:14:28"
"470","12","18.42","1015.43","52.57","2021-06-23 09:14:28"
"471","12","18.46","1015.49","52.51","2021-06-23 09:14:28"
"472","12","18.52","1015.39","52.21","2021-06-23 09:14:28"
"473","12","18.54","1015.41","52.06","2021-06-23 09:14:28"
"474","12","18.51","1015.40","52.13","2021-06-23 09:14:28"
"475","12","18.46","1015.42","52.17","2021-06-23 09:14:28"
"476","12","18.41","1015.46","52.26","2021-06-23 09:14:28"
"477","12","18.39","1015.48","52.43","2021-06-23 09:14:28"
"478","12","18.38","1015.46","52.59","2021-06-23 09:14:28"
"479","12","18.34","1015.42","52.56","2021-06-23 09:14:28"
"480","12","18.38","1015.44","52.57","2021-06-23 09:14:28"
"481","12","18.46","1015.39","52.45","2021-06-23 09:14:28"
"482","12","18.45","1015.39","52.48","2021-06-23 09:14:28"
"483","12","18.44","1015.40","52.43","2021-06-23 09:14:28"
"484","12","18.43","1015.37","52.39","2021-06-23 09:14:28"
"485","12","18.47","1015.38","52.25","2021-06-23 09:14:28"
"486","12","18.50","1015.39","52.17","2021-06-23 09:14:28"
"487","12","18.57","1015.41","51.93","2021-06-23 09:14:28"
"488","12","18.54","1015.43","51.85","2021-06-23 09:14:28"
"489","12","18.52","1015.45","52.03","2021-06-23 09:14:28"
"490","12","18.52","1015.39","52.09","2021-06-23 09:14:28"
"491","12","18.60","1015.39","52.01","2021-06-23 09:14:28"
"492","12","18.65","1015.43","51.90","2021-06-23 09:14:28"
"493","12","18.76","1015.46","51.68","2021-06-23 09:14:28"
"494","12","18.78","1015.42","51.65","2021-06-23 09:14:28"
"495","12","18.80","1015.40","51.63","2021-06-23 09:14:28"
"496","12","18.86","1015.42","51.55","2021-06-23 09:14:28"
"497","12","18.88","1015.42","51.27","2021-06-23 09:14:28"
"498","12","18.93","1015.37","51.04","2021-06-23 09:14:28"
"499","12","19.02","1015.38","50.81","2021-06-23 09:14:28"
"500","12","19.04","1015.41","50.68","2021-06-23 09:14:28"
"501","12","19.04","1015.47","50.67","2021-06-23 09:14:28"
"502","12","19.08","1015.47","50.57","2021-06-23 09:14:28"
"503","12","19.13","1015.34","50.47","2021-06-23 09:14:28"
"504","12","19.15","1015.42","50.36","2021-06-23 09:14:28"
"505","12","19.11","1015.40","50.28","2021-06-23 09:14:28"
"506","12","19.15","1015.35","50.21","2021-06-23 09:14:28"
"507","12","19.19","1015.42","50.14","2021-06-23 09:14:28"
"508","12","19.18","1015.36","50.15","2021-06-23 09:14:28"
"509","12","19.21","1015.37","50.11","2021-06-23 09:14:28"
"510","12","19.26","1015.44","49.99","2021-06-23 09:14:28"
"511","12","19.29","1015.35","49.80","2021-06-23 09:14:28"
"512","12","19.31","1015.36","49.70","2021-06-23 09:14:28"
"513","12","19.27","1015.32","49.71","2021-06-23 09:14:28"
"514","12","19.27","1015.34","49.70","2021-06-23 09:14:28"
"515","12","19.29","1015.43","49.67","2021-06-23 09:14:28"
"516","12","19.35","1015.40","49.62","2021-06-23 09:14:28"
"517","12","19.34","1015.35","49.60","2021-06-23 09:14:28"
"518","12","19.32","1015.37","49.63","2021-06-23 09:14:28"
"519","12","19.30","1015.42","49.67","2021-06-23 09:14:28"
"520","12","19.30","1015.39","49.65","2021-06-23 09:14:28"
"521","12","19.41","1015.29","49.51","2021-06-23 09:14:28"
"522","12","19.44","1015.36","49.42","2021-06-23 09:14:28"
"523","12","19.40","1015.40","49.41","2021-06-23 09:14:28"
"524","12","19.39","1015.35","49.50","2021-06-23 09:14:28"
"525","12","19.32","1015.37","49.54","2021-06-23 09:14:28"
"526","12","19.26","1015.34","49.68","2021-06-23 09:14:28"
"527","12","19.22","1015.37","50.35","2021-06-23 09:14:28"
"528","12","19.24","1015.33","51.73","2021-06-23 09:14:28"
"529","12","19.22","1015.34","50.78","2021-06-23 09:14:28"
"530","12","19.15","1015.35","50.47","2021-06-23 09:14:28"
"531","12","19.12","1015.37","50.85","2021-06-23 09:14:28"
"532","12","19.10","1015.38","50.74","2021-06-23 09:14:28"
"533","12","19.04","1015.34","50.75","2021-06-23 09:14:28"
"534","12","18.98","1015.41","50.85","2021-06-23 09:14:28"
"535","12","18.93","1015.34","51.00","2021-06-23 09:14:28"
"536","12","18.99","1015.84","51.05","2021-06-23 09:14:28"
"537","12","19.00","1015.32","50.69","2021-06-23 09:14:28"
"538","12","18.95","1015.43","50.59","2021-06-23 09:14:28"
"539","12","18.97","1015.38","50.56","2021-06-23 09:14:28"
"540","12","16.40","1012.21","67.71","2021-06-23 20:00:15"
"541","12","16.42","1012.26","67.76","2021-06-23 20:00:15"
"542","12","16.43","1012.22","67.75","2021-06-23 20:00:15"
"543","12","16.44","1012.29","67.74","2021-06-23 20:00:15"
"544","12","16.44","1012.26","67.73","2021-06-23 20:00:15"
"545","12","16.43","1012.25","67.73","2021-06-23 20:00:15"
"546","12","16.44","1012.31","67.81","2021-06-23 20:00:15"
"547","12","16.44","1012.26","67.84","2021-06-23 20:00:15"
"548","12","16.46","1012.30","67.89","2021-06-23 20:00:15"
"549","12","16.47","1012.26","67.89","2021-06-23 20:00:15"
"550","12","16.48","1012.31","67.87","2021-06-23 20:00:15"
"551","12","16.47","1012.26","67.86","2021-06-23 20:00:15"
"552","12","16.48","1012.28","67.83","2021-06-23 20:00:15"
"553","12","16.49","1012.35","67.75","2021-06-23 20:00:15"
"554","12","16.46","1012.28","67.69","2021-06-23 20:00:15"
"555","12","16.45","1012.25","67.70","2021-06-23 20:00:15"
"556","12","15.57","1010.80","67.68","2021-06-23 20:00:15"
"557","12","16.46","1012.27","67.72","2021-06-23 20:00:15"
"558","12","16.45","1012.30","67.82","2021-06-23 20:00:15"
"559","12","16.50","1012.29","67.76","2021-06-23 20:00:15"
"560","12","16.49","1012.27","67.73","2021-06-23 20:00:15"
"561","12","16.47","1012.29","67.72","2021-06-23 20:00:15"
"562","12","16.43","1012.29","67.76","2021-06-23 20:00:15"
"563","12","16.39","1012.27","67.84","2021-06-23 20:00:15"
"564","12","16.36","1012.29","67.94","2021-06-23 20:00:15"
"565","12","16.34","1012.26","67.97","2021-06-23 20:00:15"
"566","12","16.31","1012.26","68.06","2021-06-23 20:00:15"
"567","12","16.31","1012.27","68.12","2021-06-23 20:00:15"
"568","12","16.29","1012.27","68.19","2021-06-23 20:00:15"
"569","12","16.26","1012.32","68.26","2021-06-23 20:00:15"
"570","12","16.23","1012.35","68.39","2021-06-23 20:00:15"
"571","12","16.21","1012.27","68.48","2021-06-23 20:00:15"
"572","12","16.19","1012.29","68.58","2021-06-23 20:00:15"
"573","12","16.18","1012.29","68.62","2021-06-23 20:00:15"
"574","12","16.17","1012.29","68.69","2021-06-23 20:00:15"
"575","12","16.15","1012.32","68.74","2021-06-23 20:00:15"
"576","12","16.14","1012.28","68.82","2021-06-23 20:00:15"
"577","12","16.14","1012.33","68.88","2021-06-23 20:00:15"
"578","12","16.17","1012.35","68.87","2021-06-23 20:00:15"
"579","12","16.17","1012.35","68.81","2021-06-23 20:00:15"
"580","12","16.18","1012.36","68.79","2021-06-23 20:00:15"
"581","12","16.18","1012.31","68.79","2021-06-23 20:00:15"
"582","12","16.21","1012.39","68.75","2021-06-23 20:00:15"
"583","12","16.22","1012.36","68.70","2021-06-23 20:00:15"
"584","12","16.26","1012.35","68.66","2021-06-23 20:00:15"
"585","12","16.29","1012.35","68.57","2021-06-23 20:00:15"
"586","12","16.30","1012.28","68.51","2021-06-23 20:00:15"
"587","12","16.31","1012.33","68.49","2021-06-23 20:00:15"
"588","12","16.35","1012.37","68.42","2021-06-23 20:00:15"
"589","12","16.34","1012.36","68.35","2021-06-23 20:00:15"
"590","12","16.36","1012.40","68.32","2021-06-23 20:00:15"
"591","12","16.39","1012.36","68.28","2021-06-23 20:00:15"
"592","12","16.38","1012.41","68.18","2021-06-23 20:00:15"
"593","12","16.38","1012.37","68.17","2021-06-23 20:00:15"
"594","12","16.40","1012.34","68.15","2021-06-23 20:00:15"
"595","12","16.43","1012.42","68.12","2021-06-23 20:00:15"
"596","12","16.43","1012.38","68.03","2021-06-23 20:00:15"
"597","12","16.44","1012.34","68.07","2021-06-23 20:00:15"
"598","12","16.44","1012.39","68.11","2021-06-23 20:00:15"
"599","12","16.45","1012.36","68.15","2021-06-23 20:00:15"
"600","12","16.44","1012.36","68.05","2021-06-23 20:00:15"
"601","12","16.42","1012.42","68.03","2021-06-23 20:00:15"
"602","12","16.40","1012.41","68.07","2021-06-23 20:00:15"
"603","12","16.38","1012.38","68.11","2021-06-23 20:00:15"
"604","12","16.37","1012.43","68.16","2021-06-23 20:00:15"
"605","12","16.40","1012.41","68.18","2021-06-23 20:00:15"
"606","12","16.44","1012.44","68.09","2021-06-23 20:00:15"
"607","12","16.44","1012.44","68.04","2021-06-23 20:00:15"
"608","12","16.45","1012.41","67.98","2021-06-23 20:00:15"
"609","12","16.46","1012.41","67.98","2021-06-23 20:00:15"
"610","12","16.46","1012.43","67.92","2021-06-23 20:00:15"
"611","12","16.48","1012.50","67.89","2021-06-23 20:00:15"
"612","12","16.48","1012.47","67.84","2021-06-23 20:00:15"
"613","12","16.48","1012.43","67.85","2021-06-23 20:00:15"
"614","12","16.48","1012.51","67.87","2021-06-23 20:00:15"
"615","12","16.47","1012.48","67.87","2021-06-23 20:00:15"
"616","12","16.48","1012.43","67.85","2021-06-23 20:00:15"
"617","12","16.46","1012.46","67.90","2021-06-23 20:00:15"
"618","12","16.44","1012.44","67.99","2021-06-23 20:00:15"
"619","12","16.46","1012.50","67.98","2021-06-23 20:00:15"
"620","12","16.46","1012.43","67.93","2021-06-23 20:00:15"
"621","12","16.45","1012.47","67.87","2021-06-23 20:00:15"
"622","12","16.45","1012.46","67.90","2021-06-23 20:00:15"
"623","12","16.45","1012.46","67.93","2021-06-23 20:00:15"
"624","12","16.45","1012.52","67.93","2021-06-23 20:00:15"
"625","12","16.43","1012.46","67.93","2021-06-23 20:00:15"
"626","12","16.42","1012.49","67.95","2021-06-23 20:00:15"
"627","12","16.42","1012.51","68.02","2021-06-23 20:00:15"
"628","12","16.40","1012.48","68.06","2021-06-23 20:00:15"
"629","12","16.40","1012.51","68.10","2021-06-23 20:00:15"
"630","12","16.38","1012.53","68.11","2021-06-23 20:00:15"
"631","12","16.39","1012.53","68.10","2021-06-23 20:00:15"
"632","12","16.40","1012.54","68.07","2021-06-23 20:00:15"
"633","12","16.40","1012.48","68.02","2021-06-23 20:00:15"
"634","12","16.38","1012.53","68.05","2021-06-23 20:00:15"
"635","12","16.37","1012.62","68.11","2021-06-23 20:00:15"
"636","12","16.37","1012.52","68.10","2021-06-23 20:00:15"
"637","12","16.37","1012.52","68.13","2021-06-23 20:00:15"
"638","12","16.35","1012.48","68.18","2021-06-23 20:00:15"
"639","12","16.35","1012.51","68.18","2021-06-23 20:00:15"
"640","12","16.35","1012.55","68.19","2021-06-23 20:00:15"
"641","12","16.35","1012.55","68.20","2021-06-23 20:00:15"
"642","12","16.34","1012.57","68.23","2021-06-23 20:00:15"
"643","12","16.31","1012.49","68.26","2021-06-23 20:00:15"
"644","12","16.33","1012.60","68.29","2021-06-23 20:00:15"
"645","12","16.34","1012.57","68.28","2021-06-23 20:00:15"
"646","12","16.36","1012.54","68.25","2021-06-23 20:00:15"
"647","12","16.37","1012.56","68.21","2021-06-23 20:00:15"
"648","12","16.38","1012.56","68.21","2021-06-23 20:00:15"
"649","12","16.38","1012.51","68.17","2021-06-23 20:00:15"
"650","12","16.39","1012.55","68.11","2021-06-23 20:00:15"
"651","12","16.41","1012.58","68.13","2021-06-23 20:00:15"
"652","12","16.42","1012.56","68.09","2021-06-23 20:00:15"
"653","12","16.39","1012.58","68.10","2021-06-23 20:00:15"
"654","12","16.39","1012.58","68.14","2021-06-23 20:00:15"
"655","12","16.46","1012.55","68.02","2021-06-23 20:00:15"
"656","12","16.50","1012.57","67.87","2021-06-23 20:00:15"
"657","12","16.48","1012.56","67.83","2021-06-23 20:00:15"
"658","12","16.31","1012.27","67.85","2021-06-23 20:00:15"
"659","12","16.45","1012.55","67.89","2021-06-23 20:00:15"
"660","12","16.45","1012.61","67.88","2021-06-23 20:00:15"
"661","12","16.48","1012.57","67.83","2021-06-23 20:00:15"
"662","12","16.49","1012.56","67.79","2021-06-23 20:00:15"
"663","12","16.49","1012.56","67.77","2021-06-23 20:00:15"
"664","12","16.48","1012.55","67.75","2021-06-23 20:00:15"
"665","12","16.48","1012.56","67.76","2021-06-23 20:00:15"
"666","12","16.48","1012.59","67.75","2021-06-23 20:00:15"
"667","12","16.48","1012.62","67.75","2021-06-23 20:00:15"
"668","12","16.48","1012.68","67.76","2021-06-23 20:00:15"
"669","12","19.04","1012.84","60.88","2021-06-23 20:21:53"
"670","12","19.08","1012.84","60.82","2021-06-23 20:21:53"
"671","12","19.12","1012.92","60.78","2021-06-23 20:21:53"
"672","12","19.13","1012.86","60.76","2021-06-23 20:21:53"
"673","12","19.15","1012.81","60.70","2021-06-23 20:21:53"
"674","12","19.17","1012.90","60.63","2021-06-23 20:21:53"
"675","12","19.18","1012.87","60.64","2021-06-23 20:21:53"
"676","12","19.20","1012.90","60.62","2021-06-23 20:21:53"
"677","12","19.22","1012.88","60.58","2021-06-23 20:21:53"
"678","12","19.23","1012.85","60.56","2021-06-23 20:21:53"
"679","12","19.24","1012.84","60.53","2021-06-23 20:21:53"
"680","12","19.26","1012.90","60.42","2021-06-23 20:21:53"
"681","12","19.29","1012.88","60.36","2021-06-23 20:21:53"
"682","12","19.31","1012.83","60.31","2021-06-23 20:21:53"
"683","12","19.34","1012.85","60.30","2021-06-23 20:21:53"
"684","12","19.37","1012.82","60.36","2021-06-23 20:21:53"
"685","12","19.38","1012.89","60.38","2021-06-23 20:21:53"
"686","12","19.40","1012.92","60.33","2021-06-23 20:21:53"
"687","12","19.41","1012.86","60.31","2021-06-23 20:21:53"
"688","12","19.41","1012.84","60.23","2021-06-23 20:21:53"
"689","12","19.41","1012.84","60.23","2021-06-23 20:21:53"
"690","12","19.43","1012.87","60.28","2021-06-23 20:21:53"
"691","12","19.46","1012.82","60.24","2021-06-23 20:21:53"
"692","12","19.46","1012.85","60.17","2021-06-23 20:21:53"
"693","12","19.47","1012.92","60.14","2021-06-23 20:21:53"
"694","12","19.49","1012.85","60.05","2021-06-23 20:21:53"
"695","12","19.52","1012.79","59.95","2021-06-23 20:21:53"
"696","12","19.53","1012.89","59.82","2021-06-23 20:21:53"
"697","12","19.55","1012.81","59.69","2021-06-23 20:21:53"
"698","12","19.56","1012.89","59.62","2021-06-23 20:21:53"
"699","12","19.57","1012.86","59.59","2021-06-23 20:21:53"
"700","12","19.58","1012.85","59.53","2021-06-23 20:21:53"
"701","12","19.59","1012.84","59.53","2021-06-23 20:21:53"
"702","12","19.60","1012.85","59.46","2021-06-23 20:21:53"
"703","12","19.61","1012.82","59.45","2021-06-23 20:21:53"
"704","12","19.61","1012.88","59.41","2021-06-23 20:21:53"
"705","12","19.62","1012.82","59.39","2021-06-23 20:21:53"
"706","12","19.64","1012.78","59.37","2021-06-23 20:21:53"
"707","12","19.66","1012.85","59.36","2021-06-23 20:21:53"
"708","12","19.66","1012.77","59.36","2021-06-23 20:21:53"
"709","12","19.67","1012.83","59.38","2021-06-23 20:21:53"
"710","12","19.68","1012.85","59.39","2021-06-23 20:21:53"
"711","12","19.68","1012.83","59.34","2021-06-23 20:21:53"
"712","12","19.68","1012.80","59.26","2021-06-23 20:21:53"
"713","12","19.69","1012.82","59.19","2021-06-23 20:21:53"
"714","12","19.70","1012.83","59.10","2021-06-23 20:21:53"
"715","12","19.70","1012.83","59.08","2021-06-23 20:21:53"
"716","12","19.71","1012.78","59.10","2021-06-23 20:21:53"
"717","12","19.73","1012.82","59.05","2021-06-23 20:21:53"
"718","12","19.73","1012.86","59.05","2021-06-23 20:21:53"
"719","12","19.75","1012.88","59.04","2021-06-23 20:21:53"
"720","12","19.75","1012.78","59.11","2021-06-23 20:21:53"
"721","12","19.72","1012.74","59.08","2021-06-23 20:21:53"
"722","12","19.78","1012.78","59.01","2021-06-23 20:21:53"
"723","12","19.79","1012.83","58.91","2021-06-23 20:21:53"
"724","12","19.81","1012.84","58.81","2021-06-23 20:21:53"
"725","12","20.88","1013.09","57.82","2021-06-23 22:55:11"
"726","12","20.88","1013.02","57.74","2021-06-23 22:55:11"
"727","12","20.88","1013.07","57.65","2021-06-23 22:55:11"
"728","12","20.88","1013.06","57.66","2021-06-23 22:55:11"
"729","12","20.88","1013.04","57.59","2021-06-23 22:55:11"
"730","12","20.87","1013.08","57.49","2021-06-23 22:55:11"
"731","12","20.88","1013.02","57.45","2021-06-23 22:55:11"
"732","12","20.89","1013.08","57.53","2021-06-23 22:55:11"
"733","12","20.89","1013.03","57.49","2021-06-23 22:55:11"
"734","12","20.89","1013.06","57.42","2021-06-23 22:55:11"
"735","12","20.89","1013.01","57.66","2021-06-23 22:55:11"
"736","12","20.90","1013.05","57.95","2021-06-23 22:55:11"
"737","12","20.90","1013.07","58.02","2021-06-23 22:55:11"
"738","12","20.91","1013.14","57.74","2021-06-23 22:55:11"
"739","12","20.90","1013.12","57.65","2021-06-23 22:55:11"
"740","12","20.90","1013.03","57.62","2021-06-23 22:55:11"
"741","12","20.90","1013.03","57.53","2021-06-23 22:55:11"
"742","12","20.89","1013.03","57.52","2021-06-23 22:55:11"
"743","12","20.90","1013.08","57.54","2021-06-23 22:55:11"
"744","12","20.89","1013.16","57.43","2021-06-23 23:04:42"
"745","12","20.87","1013.13","57.40","2021-06-23 23:04:42"
"746","12","20.88","1013.17","57.49","2021-06-23 23:04:42"
"747","12","20.89","1013.14","57.47","2021-06-23 23:04:42"
"748","12","20.90","1013.09","57.39","2021-06-23 23:04:42"
"749","12","20.89","1013.11","57.30","2021-06-23 23:04:42"
"750","12","20.90","1013.09","57.14","2021-06-23 23:04:42"
"751","12","20.89","1013.10","57.03","2021-06-23 23:04:42"
"752","12","20.91","1013.11","57.05","2021-06-23 23:04:42"
"753","12","20.91","1013.15","57.07","2021-06-23 23:04:42"
"754","12","20.92","1013.16","57.02","2021-06-23 23:04:42"
"755","12","20.92","1013.17","57.00","2021-06-23 23:04:42"
"756","12","20.92","1013.10","57.00","2021-06-23 23:04:42"
"757","12","20.92","1013.13","58.08","2021-06-23 23:04:42"
"758","12","20.92","1013.16","58.12","2021-06-23 23:04:42"
"759","12","20.47","1012.36","58.18","2021-06-23 23:04:42"
"760","12","20.89","1013.11","58.05","2021-06-23 23:04:42"
"761","12","20.89","1013.11","57.83","2021-06-23 23:04:42"
"762","12","20.89","1013.10","57.79","2021-06-23 23:04:42"
"763","12","20.90","1013.17","57.83","2021-06-23 23:04:42"
"764","12","20.90","1013.20","57.65","2021-06-23 23:04:42"
"765","12","20.91","1013.16","57.46","2021-06-23 23:04:42"
"766","12","20.92","1013.18","57.58","2021-06-23 23:04:42"
"767","12","20.91","1013.14","57.69","2021-06-23 23:04:42"
"768","12","20.91","1013.14","57.76","2021-06-23 23:04:42"
"769","12","20.91","1013.15","57.91","2021-06-23 23:04:42"
"770","12","20.92","1013.13","58.09","2021-06-23 23:04:42"
"771","12","20.92","1013.13","58.01","2021-06-23 23:04:42"
"772","12","20.92","1013.14","57.99","2021-06-23 23:04:42"
"773","12","20.92","1013.13","57.97","2021-06-23 23:04:42"
"774","12","20.91","1013.10","57.82","2021-06-23 23:04:42"
"775","12","20.92","1013.10","57.70","2021-06-23 23:04:42"
"776","12","20.93","1013.17","57.62","2021-06-23 23:04:42"
"777","12","20.92","1013.14","57.68","2021-06-23 23:04:42"
"778","12","20.93","1013.07","57.78","2021-06-23 23:04:42"
"779","12","20.92","1013.14","57.78","2021-06-23 23:04:42"
"780","12","20.92","1013.09","57.75","2021-06-23 23:04:42"
"781","12","20.93","1013.18","57.71","2021-06-23 23:04:42"
"782","12","20.94","1013.10","57.49","2021-06-23 23:04:42"
"783","12","20.94","1013.15","57.32","2021-06-23 23:04:42"
"784","12","20.96","1013.15","57.21","2021-06-23 23:04:42"
"785","12","20.95","1013.14","57.19","2021-06-23 23:04:42"
"786","12","20.96","1013.07","57.85","2021-06-23 23:04:42"
"787","12","20.93","1013.13","57.62","2021-06-23 23:04:42"
"788","12","20.93","1013.07","57.62","2021-06-23 23:04:42"
"789","12","20.95","1013.10","57.67","2021-06-23 23:04:42"
"790","12","20.94","1013.11","57.80","2021-06-23 23:04:42"
"791","12","20.93","1013.07","57.84","2021-06-23 23:04:42"
"792","12","20.94","1013.10","57.84","2021-06-23 23:04:42"
"793","12","20.93","1013.13","57.90","2021-06-23 23:04:42"
"794","12","20.93","1013.10","57.88","2021-06-23 23:04:42"
"795","12","20.93","1013.13","57.85","2021-06-23 23:04:42"
"796","12","20.94","1013.10","57.82","2021-06-23 23:04:42"
"797","12","20.94","1013.12","57.78","2021-06-23 23:04:42"
"798","12","20.94","1013.11","57.70","2021-06-23 23:04:42"
"799","12","20.94","1013.15","57.71","2021-06-23 23:04:42"
"800","12","20.94","1013.12","57.69","2021-06-23 23:04:42"
"801","12","20.94","1013.10","57.74","2021-06-23 23:04:42"
"802","12","20.94","1013.11","57.65","2021-06-23 23:04:42"
"803","12","20.94","1013.10","57.55","2021-06-23 23:04:42"
"804","12","20.93","1013.12","57.52","2021-06-23 23:04:42"
"805","12","20.93","1013.13","57.48","2021-06-23 23:04:42"
"806","12","20.93","1013.10","57.39","2021-06-23 23:04:42"
"807","12","20.94","1013.09","57.32","2021-06-23 23:04:42"
"808","12","20.96","1013.10","57.27","2021-06-23 23:04:42"
"809","12","20.98","1013.10","57.22","2021-06-23 23:04:42"
"810","12","20.98","1013.16","57.16","2021-06-23 23:04:42"
"811","12","20.98","1013.15","57.06","2021-06-23 23:04:42"
"812","12","20.98","1013.12","57.12","2021-06-23 23:04:42"
"813","12","20.99","1013.06","57.31","2021-06-23 23:04:42"
"814","12","20.99","1013.14","57.34","2021-06-23 23:04:42"
"815","12","20.98","1013.13","57.37","2021-06-23 23:04:42"
"816","12","20.99","1013.04","57.30","2021-06-23 23:04:42"
"817","12","20.98","1013.11","57.33","2021-06-23 23:04:42"
"818","12","21.00","1013.08","57.33","2021-06-23 23:04:42"
"819","12","21.01","1013.10","57.26","2021-06-23 23:04:42"
"820","12","21.00","1013.11","57.26","2021-06-23 23:04:42"
"821","12","21.00","1013.08","57.24","2021-06-23 23:04:42"
"822","12","21.01","1013.07","57.69","2021-06-23 23:04:42"
